RowID;OrderID;OrderDate;ShipDate;ShipMode;CustomerID;CustomerName;Segment;Country;City;State;PostalCode;Region;ProductID;Category;Sub-Category;ProductName;Sales;Quantity;Discount;Profit;DeliveryDays;
610;US-2014-105767;23/5/2014;27/5/2014;StandardClass;AR-10510;AndrewRoberts;Consumer;UnitedStates;Philadelphia;Pennsylvania;19134;East;TEC-PH-10003092;Technology;Phones;MotorolaL804;55188;2;0,4;-101178;4;
611;CA-2016-161816;28/4/2016;1/5/2016;FirstClass;NB-18655;NonaBalk;Corporate;UnitedStates;Dallas;Texas;75217;Central;TEC-PH-10003012;Technology;Phones;NortelMeridianM3904ProfessionalDigitalphone;369576;3;0,2;415773;3;
612;CA-2016-161816;28/4/2016;1/5/2016;FirstClass;NB-18655;NonaBalk;Corporate;UnitedStates;Dallas;Texas;75217;Central;OFF-LA-10004345;OfficeSupplies;Labels;Avery493;15712;4;0,2;56956;3;
613;CA-2016-121223;11/9/2016;13/9/2016;SecondClass;GD-14590;GiuliettaDortch;Corporate;UnitedStates;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001204;OfficeSupplies;Paper;Xerox1972;8448;2;0,2;2,64;2;
614;CA-2016-121223;11/9/2016;13/9/2016;SecondClass;GD-14590;GiuliettaDortch;Corporate;UnitedStates;Philadelphia;Pennsylvania;19143;East;TEC-PH-10004667;Technology;Phones;Cisco8x8Inc,6753iIPBusinessPhoneSystem;728946;9;0,4;-1579383;2;
615;CA-2017-138611;14/11/2017;17/11/2017;SecondClass;CK-12595;ClytieKelty;Consumer;UnitedStates;GroveCity;Ohio;43123;East;TEC-PH-10000011;Technology;Phones;PureGearRoll-OnScreenProtector;119,94;10;0,4;15992;3;
616;CA-2017-138611;14/11/2017;17/11/2017;SecondClass;CK-12595;ClytieKelty;Consumer;UnitedStates;GroveCity;Ohio;43123;East;OFF-BI-10002949;OfficeSupplies;Binders;PrestigeRoundRingBinders;3648;2;0,7;-27968;3;
617;CA-2017-117947;18/8/2017;23/8/2017;SecondClass;NG-18355;NatGilpin;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;FUR-FU-10003849;Furniture;Furnishings;DAXMetalFrame,Desktop,Stepped-Edge;40,48;2;0;157872;5;
618;CA-2017-117947;18/8/2017;23/8/2017;SecondClass;NG-18355;NatGilpin;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;FUR-FU-10000010;Furniture;Furnishings;DAXValueU-ChannelDocumentFrames,EaselBack;9,94;2;0;30814;5;
619;CA-2017-117947;18/8/2017;23/8/2017;SecondClass;NG-18355;NatGilpin;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;OFF-BI-10002824;OfficeSupplies;Binders;RecycledEaselRingBinders;107424;9;0,2;33,57;5;
620;CA-2017-117947;18/8/2017;23/8/2017;SecondClass;NG-18355;NatGilpin;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;TEC-PH-10002538;Technology;Phones;GrandstreamGXP1160VoIPphone;37,91;1;0;109939;5;
621;CA-2017-117947;18/8/2017;23/8/2017;SecondClass;NG-18355;NatGilpin;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;FUR-FU-10000521;Furniture;Furnishings;"SethThomas14""Putty-ColoredWallClock";88,02;3;0;272862;5;
622;US-2014-111171;26/12/2014;31/12/2014;StandardClass;CA-12265;ChristinaAnderson;Consumer;UnitedStates;Chicago;Illinois;60610;Central;OFF-BI-10002103;OfficeSupplies;Binders;CardinalSlant-DRingBinder,HeavyGaugeVinyl;8,69;5;0,8;-14773;5;
623;CA-2015-138009;29/11/2015;3/12/2015;StandardClass;SF-20965;SylviaFoulston;Corporate;UnitedStates;Dearborn;Michigan;48126;Central;FUR-CH-10004853;Furniture;Chairs;GlobalManager'sAdjustableTaskChair,Storm;301,96;2;0;875684;4;
624;CA-2015-138009;29/11/2015;3/12/2015;StandardClass;SF-20965;SylviaFoulston;Corporate;UnitedStates;Dearborn;Michigan;48126;Central;OFF-AP-10000179;OfficeSupplies;Appliances;HoneywellEnviracairePortableHEPAAirCleanerforupto10x16Room;555,21;5;0,1;178901;4;
625;CA-2015-138009;29/11/2015;3/12/2015;StandardClass;SF-20965;SylviaFoulston;Corporate;UnitedStates;Dearborn;Michigan;48126;Central;OFF-ST-10001272;OfficeSupplies;Storage;Mini13-1/2CapacityDataBinderRack,Pearl;523,48;4;0;130,87;4;
626;CA-2015-138009;29/11/2015;3/12/2015;StandardClass;SF-20965;SylviaFoulston;Corporate;UnitedStates;Dearborn;Michigan;48126;Central;OFF-AR-10004042;OfficeSupplies;Art;BOSTONModel1800ElectricPencilSharpeners,Putty/Woodgrain;161,82;9;0;469278;4;
627;CA-2017-163020;15/9/2017;19/9/2017;StandardClass;MO-17800;MegO'Connel;HomeOffice;UnitedStates;NewYorkCity;NewYork;10009;East;FUR-FU-10000221;Furniture;Furnishings;MasterCasterDoorStop,Brown;35,56;7;0;120904;4;
628;CA-2017-153787;19/5/2017;23/5/2017;StandardClass;AT-10735;AnnieThurman;Consumer;UnitedStates;Seattle;Washington;98115;West;OFF-AP-10001563;OfficeSupplies;Appliances;BelkinPremiereSurgeMasterII8-outletsurgeprotector;97,16;2;0;281764;4;
629;CA-2017-133431;17/12/2017;21/12/2017;StandardClass;LC-17140;LoganCurrie;Consumer;UnitedStates;SanFrancisco;California;94122;West;OFF-BI-10000605;OfficeSupplies;Binders;"AccoPressboardCoverswithStorageHooks,91/2""x11"",ExecutiveRed";15,24;5;0,2;51435;4;
630;CA-2017-133431;17/12/2017;21/12/2017;StandardClass;LC-17140;LoganCurrie;Consumer;UnitedStates;SanFrancisco;California;94122;West;OFF-PA-10002615;OfficeSupplies;Paper;"AmpadGoldFibreWireboundStenoBooks,6""x9"",GreggRuled";13,23;3;0;60858;4;
631;US-2016-135720;11/12/2016;13/12/2016;SecondClass;FM-14380;FredMcMath;Consumer;UnitedStates;Aurora;Colorado;80013;West;OFF-ST-10001963;OfficeSupplies;Storage;TennscoRegalShelvingUnits;243384;3;0,2;-517191;2;
632;US-2016-135720;11/12/2016;13/12/2016;SecondClass;FM-14380;FredMcMath;Consumer;UnitedStates;Aurora;Colorado;80013;West;TEC-AC-10001267;Technology;Accessories;Imationï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï;119,8;5;0,2;29,95;2;
633;US-2016-135720;11/12/2016;13/12/2016;SecondClass;FM-14380;FredMcMath;Consumer;UnitedStates;Aurora;Colorado;80013;West;TEC-PH-10002103;Technology;Phones;JabraSPEAK410;300768;4;0,2;300768;2;
634;CA-2017-144694;24/9/2017;26/9/2017;SecondClass;BD-11605;BrianDahlen;Consumer;UnitedStates;Miami;Florida;33180;South;TEC-AC-10002857;Technology;Accessories;Verbatim25GB6xBlu-raySingleLayerRecordableDisc,1/Pack;17,88;3;0,2;24585;2;
635;CA-2017-144694;24/9/2017;26/9/2017;SecondClass;BD-11605;BrianDahlen;Consumer;UnitedStates;Miami;Florida;33180;South;OFF-LA-10003930;OfficeSupplies;Labels;DotMatrixPrinterTapeReelLabels,White,5000/Box;235944;3;0,2;855297;2;
636;CA-2015-168004;4/10/2015;9/10/2015;SecondClass;DJ-13420;DennyJoy;Corporate;UnitedStates;WarnerRobins;Georgia;31088;South;FUR-CH-10001482;Furniture;Chairs;OfficeStar-MeshScreenbackchairwithVinylseat;392,94;3;0;432234;5;
637;US-2016-123470;15/8/2016;21/8/2016;StandardClass;ME-17725;MaxEngle;Consumer;UnitedStates;Aurora;Colorado;80013;West;OFF-BI-10001989;OfficeSupplies;Binders;PremiumTransparentPresentationCoversbyGBC;18882;3;0,7;-138468;6;
638;US-2016-123470;15/8/2016;21/8/2016;StandardClass;ME-17725;MaxEngle;Consumer;UnitedStates;Aurora;Colorado;80013;West;OFF-AP-10003287;OfficeSupplies;Appliances;TrippLiteTLP810NETBroadbandSurgeforModem/Fax;122328;3;0,2;122328;6;
639;CA-2016-115917;20/5/2016;25/5/2016;StandardClass;RB-19465;RickBensley;HomeOffice;UnitedStates;Vallejo;California;94591;West;FUR-FU-10000576;Furniture;Furnishings;LuxoProfessionalFluorescentMagnifierLampwithClamp-MountBase;1049,2;5;0;272792;5;
640;CA-2016-115917;20/5/2016;25/5/2016;StandardClass;RB-19465;RickBensley;HomeOffice;UnitedStates;Vallejo;California;94591;West;OFF-BI-10004728;OfficeSupplies;Binders;WilsonJonesTurnTabsBinderToolforRingBinders;15424;4;0,2;50128;5;
641;CA-2016-147067;18/12/2016;22/12/2016;StandardClass;JD-16150;JustinDeggeller;Corporate;UnitedStates;Minneapolis;Minnesota;55407;Central;FUR-FU-10000732;Furniture;Furnishings;Eldon200ClassDeskAccessories;18,84;3;0;60288;4;
642;CA-2017-167913;30/7/2017;3/8/2017;SecondClass;JL-15835;JohnLee;Consumer;UnitedStates;MissionViejo;California;92691;West;OFF-ST-10000585;OfficeSupplies;Storage;EconomyRollawayFiles;330,4;2;0;85904;4;
643;CA-2017-167913;30/7/2017;3/8/2017;SecondClass;JL-15835;JohnLee;Consumer;UnitedStates;MissionViejo;California;92691;West;OFF-LA-10002787;OfficeSupplies;Labels;Avery480;26,25;7;0;12,6;4;
644;CA-2017-106103;10/6/2017;15/6/2017;StandardClass;SC-20305;SeanChristensen;Consumer;UnitedStates;RochesterHills;Michigan;48307;Central;TEC-AC-10003832;Technology;Accessories;Imationï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;132,52;4;0;543332;5;
645;US-2017-127719;21/7/2017;25/7/2017;StandardClass;TW-21025;TamaraWillingham;HomeOffice;UnitedStates;Plainfield;NewJersey;7060;East;OFF-PA-10001934;OfficeSupplies;Paper;Xerox1993;6,48;1;0;31752;4;
646;CA-2017-126221;30/12/2017;5/1/2018;StandardClass;CC-12430;ChuckClark;HomeOffice;UnitedStates;Columbus;Indiana;47201;Central;OFF-AP-10002457;OfficeSupplies;Appliances;EurekaTheBossPlus12-AmpHardBoxUprightVacuum,Red;209,3;2;0;56511;6;
647;CA-2016-103947;1/4/2016;8/4/2016;StandardClass;BB-10990;BarryBlumstein;Corporate;UnitedStates;SierraVista;Arizona;85635;West;OFF-FA-10003112;OfficeSupplies;Fasteners;Staples;31,56;5;0,2;98625;7;
648;CA-2016-103947;1/4/2016;8/4/2016;StandardClass;BB-10990;BarryBlumstein;Corporate;UnitedStates;SierraVista;Arizona;85635;West;OFF-AP-10002350;OfficeSupplies;Appliances;BelkinF9H710-067OutletSurgeMasterSurgeProtector;30144;2;0,2;30144;7;
649;CA-2016-160745;11/12/2016;16/12/2016;SecondClass;AR-10825;AnthonyRawles;Corporate;UnitedStates;Vancouver;Washington;98661;West;FUR-FU-10001935;Furniture;Furnishings;3MHangersWithCommandAdhesive;14,8;4;0;6068;5;
650;CA-2016-160745;11/12/2016;16/12/2016;SecondClass;AR-10825;AnthonyRawles;Corporate;UnitedStates;Vancouver;Washington;98661;West;TEC-PH-10003273;Technology;Phones;AT&TTR1909W;302376;3;0,2;226782;5;
651;CA-2016-160745;11/12/2016;16/12/2016;SecondClass;AR-10825;AnthonyRawles;Corporate;UnitedStates;Vancouver;Washington;98661;West;TEC-AC-10001142;Technology;Accessories;FirstDataFD10PINPad;316;4;0;31,6;5;
652;CA-2016-132661;23/10/2016;29/10/2016;StandardClass;SR-20740;StevenRoelle;HomeOffice;UnitedStates;NewYorkCity;NewYork;10024;East;OFF-PA-10000482;OfficeSupplies;Paper;Snap-A-WayBlackPrintCarbonlessRuledSpeedLetter,Triplicate;379,4;10;0;178318;6;
653;CA-2017-140844;19/6/2017;23/6/2017;StandardClass;AR-10405;AllenRosenblatt;Corporate;UnitedStates;NewYorkCity;NewYork;10035;East;OFF-PA-10003892;OfficeSupplies;Paper;Xerox1943;97,82;2;0;459754;4;
654;CA-2017-140844;19/6/2017;23/6/2017;StandardClass;AR-10405;AllenRosenblatt;Corporate;UnitedStates;NewYorkCity;NewYork;10035;East;TEC-AC-10001101;Technology;Accessories;Sony16GBClass10MicroSDHCR40MemoryCard;103,12;8;0;10312;4;
655;CA-2016-137239;22/8/2016;28/8/2016;StandardClass;CR-12730;CraigReiter;Consumer;UnitedStates;Columbus;Ohio;43229;East;OFF-AP-10002439;OfficeSupplies;Appliances;TrippLiteIsotel8Ultra8OutletMetalSurge;113552;2;0,2;85164;6;
656;CA-2016-137239;22/8/2016;28/8/2016;StandardClass;CR-12730;CraigReiter;Consumer;UnitedStates;Columbus;Ohio;43229;East;OFF-BI-10002827;OfficeSupplies;Binders;AveryDurablePolyBinders;3318;2;0,7;-26544;6;
657;CA-2016-137239;22/8/2016;28/8/2016;StandardClass;CR-12730;CraigReiter;Consumer;UnitedStates;Columbus;Ohio;43229;East;OFF-EN-10002230;OfficeSupplies;Envelopes;AirmailEnvelopes;134288;2;0,2;453222;6;
658;US-2016-156097;19/9/2016;19/9/2016;SameDay;EH-14125;EugeneHildebrand;HomeOffice;UnitedStates;Aurora;Illinois;60505;Central;FUR-CH-10001215;Furniture;Chairs;GlobalTroyExecutiveLeatherLow-BackTilter;701372;2;0,3;-50098;0;
659;US-2016-156097;19/9/2016;19/9/2016;SameDay;EH-14125;EugeneHildebrand;HomeOffice;UnitedStates;Aurora;Illinois;60505;Central;OFF-BI-10004654;OfficeSupplies;Binders;AveryBindingSystemHiddenTabExecutiveStyleIndexSets;2308;2;0,8;-3462;0;
660;CA-2015-146563;24/8/2015;28/8/2015;StandardClass;CB-12025;CassandraBrandow;Consumer;UnitedStates;Arlington;Texas;76017;Central;OFF-ST-10001490;OfficeSupplies;Storage;HotFile7-Pocket,FloorStand;999432;7;0,2;124929;4;
661;CA-2015-146563;24/8/2015;28/8/2015;StandardClass;CB-12025;CassandraBrandow;Consumer;UnitedStates;Arlington;Texas;76017;Central;OFF-ST-10001511;OfficeSupplies;Storage;SpaceSolutionsCommercialSteelShelving;724,08;14;0,2;-135765;4;
662;CA-2015-146563;24/8/2015;28/8/2015;StandardClass;CB-12025;CassandraBrandow;Consumer;UnitedStates;Arlington;Texas;76017;Central;FUR-TA-10001768;Furniture;Tables;HonRacetrackConferenceTables;918785;5;0,3;-1181295;4;
663;CA-2015-146563;24/8/2015;28/8/2015;StandardClass;CB-12025;CassandraBrandow;Consumer;UnitedStates;Arlington;Texas;76017;Central;OFF-BI-10003981;OfficeSupplies;Binders;"AveryDurablePlastic1""Binders";2724;3;0,8;-42222;4;
664;CA-2016-123666;26/3/2016;30/3/2016;StandardClass;SP-20545;SibellaParks;Corporate;UnitedStates;NewYorkCity;NewYork;10011;East;OFF-ST-10001522;OfficeSupplies;Storage;GouldPlastics18-PocketPanelBin,34wx5-1/4dx20-1/2h;459,95;5;0;18398;4;
665;CA-2016-143308;4/11/2016;4/11/2016;SameDay;RC-19825;RoyCollins;Consumer;UnitedStates;Louisville;Kentucky;40214;South;OFF-FA-10000621;OfficeSupplies;Fasteners;OICColoredBinderClips,AssortedSizes;10,74;3;0;52626;0;
666;CA-2017-132682;8/6/2017;10/6/2017;SecondClass;TH-21235;TiffanyHouse;Corporate;UnitedStates;Dallas;Texas;75081;Central;OFF-SU-10004231;OfficeSupplies;Supplies;AcmeTagitStainlessSteelAntibacterialScissors;23,76;3;0,2;2079;2;
667;CA-2017-132682;8/6/2017;10/6/2017;SecondClass;TH-21235;TiffanyHouse;Corporate;UnitedStates;Dallas;Texas;75081;Central;OFF-PA-10000474;OfficeSupplies;Paper;Easy-staplepaper;85056;3;0,2;287064;2;
668;CA-2017-132682;8/6/2017;10/6/2017;SecondClass;TH-21235;TiffanyHouse;Corporate;UnitedStates;Dallas;Texas;75081;Central;TEC-PH-10004042;Technology;Phones;ClearOneCommunicationsCHAT70OCï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;381576;3;0,2;286182;2;
669;CA-2014-156314;24/12/2014;26/12/2014;FirstClass;RP-19390;ResiPï¿½ï¿½ï¿½ï¿½;Consumer;UnitedStates;Cleveland;Ohio;44105;East;FUR-FU-10003096;Furniture;Furnishings;MasterGiantFootDoorstop,SafetyYellow;30,36;5;0,2;87285;2;
670;US-2017-106663;9/6/2017;13/6/2017;StandardClass;MO-17800;MegO'Connel;HomeOffice;UnitedStates;Chicago;Illinois;60653;Central;FUR-FU-10002759;Furniture;Furnishings;12-1/2DiameterRoundWallClock;23976;3;0,6;-143856;4;
671;US-2017-106663;9/6/2017;13/6/2017;StandardClass;MO-17800;MegO'Connel;HomeOffice;UnitedStates;Chicago;Illinois;60653;Central;FUR-TA-10000688;Furniture;Tables;ChromcraftBull-NoseWoodRoundConferenceTableTop,WoodBase;108925;1;0,5;-718905;4;
672;US-2017-106663;9/6/2017;13/6/2017;StandardClass;MO-17800;MegO'Connel;HomeOffice;UnitedStates;Chicago;Illinois;60653;Central;OFF-PA-10002377;OfficeSupplies;Paper;"AdamsTelephoneMessageBookW/Dividers/SpaceForPhoneNumbers,51/4""X81/2"",200/Messages";36352;8;0,2;11,36;4;
673;CA-2017-111178;15/6/2017;22/6/2017;StandardClass;TD-20995;TamaraDahlen;Consumer;UnitedStates;Quincy;Illinois;62301;Central;OFF-AR-10001954;OfficeSupplies;Art;Newell331;19,56;5;0,2;17115;7;
674;CA-2017-130351;5/12/2017;8/12/2017;FirstClass;RB-19570;RobBeeghly;Consumer;UnitedStates;Columbus;Indiana;47201;Central;OFF-AP-10004532;OfficeSupplies;Appliances;Kensington6OutletGuardianStandardSurgeProtector;61,44;3;0;165888;3;
675;CA-2017-130351;5/12/2017;8/12/2017;FirstClass;RB-19570;RobBeeghly;Consumer;UnitedStates;Columbus;Indiana;47201;Central;OFF-PA-10002137;OfficeSupplies;Paper;Southworth100%Rï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;38,9;5;0;17505;3;
676;CA-2017-130351;5/12/2017;8/12/2017;FirstClass;RB-19570;RobBeeghly;Consumer;UnitedStates;Columbus;Indiana;47201;Central;TEC-AC-10003832;Technology;Accessories;Imationï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;99,39;3;0;407499;3;
677;US-2017-119438;18/3/2017;23/3/2017;StandardClass;CD-11980;CarolDarley;Consumer;UnitedStates;Tyler;Texas;75701;Central;OFF-AP-10000804;OfficeSupplies;Appliances;HooverPortapowerPortableVacuum;2688;3;0,8;-7392;5;
678;US-2017-119438;18/3/2017;23/3/2017;StandardClass;CD-11980;CarolDarley;Consumer;UnitedStates;Tyler;Texas;75701;Central;TEC-AC-10003614;Technology;Accessories;Verbatim25GB6xBlu-raySingleLayerRecordableDisc,10/Pack;27816;3;0,2;45201;5;
679;US-2017-119438;18/3/2017;23/3/2017;StandardClass;CD-11980;CarolDarley;Consumer;UnitedStates;Tyler;Texas;75701;Central;FUR-FU-10003553;Furniture;Furnishings;"HowardMiller13-1/2""DiameterRosebrookWallClock";82524;3;0,6;-41262;5;
680;US-2017-119438;18/3/2017;23/3/2017;StandardClass;CD-11980;CarolDarley;Consumer;UnitedStates;Tyler;Texas;75701;Central;OFF-BI-10004632;OfficeSupplies;Binders;IbicoHi-TechManualBindingSystem;182994;3;0,8;-3202395;5;
681;CA-2016-164511;19/11/2016;24/11/2016;StandardClass;DJ-13630;DougJacobs;Consumer;UnitedStates;NewYorkCity;NewYork;10024;East;OFF-BI-10003305;OfficeSupplies;Binders;AveryHangingFileBinders;14352;3;0,2;46644;5;
682;CA-2016-164511;19/11/2016;24/11/2016;StandardClass;DJ-13630;DougJacobs;Consumer;UnitedStates;NewYorkCity;NewYork;10024;East;OFF-ST-10002583;OfficeSupplies;Storage;FellowesNeatIdeasStorageCubes;64,96;2;0;25984;5;
683;CA-2016-164511;19/11/2016;24/11/2016;StandardClass;DJ-13630;DougJacobs;Consumer;UnitedStates;NewYorkCity;NewYork;10024;East;OFF-ST-10004507;OfficeSupplies;Storage;AdvantusRollingStorageBox;68,6;4;0;18522;5;
684;US-2017-168116;4/11/2017;4/11/2017;SameDay;GT-14635;GrantThornton;Corporate;UnitedStates;Burlington;NorthCarolina;27217;South;TEC-MA-10004125;Technology;Machines;CubifyCubeX3DPrinterTripleHeadPrint;7999,98;4;0,5;-38399904;0;
685;US-2017-168116;4/11/2017;4/11/2017;SameDay;GT-14635;GrantThornton;Corporate;UnitedStates;Burlington;NorthCarolina;27217;South;OFF-AP-10002457;OfficeSupplies;Appliances;EurekaTheBossPlus12-AmpHardBoxUprightVacuum,Red;167,44;2;0,2;14651;0;
686;CA-2014-157784;5/7/2014;8/7/2014;FirstClass;MC-17845;MichaelChen;Consumer;UnitedStates;Jackson;Mississippi;39212;South;TEC-AC-10003911;Technology;Accessories;NETGEARAC1750DualBandGigabitï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;479,97;3;0;1631898;3;
687;CA-2014-157784;5/7/2014;8/7/2014;FirstClass;MC-17845;MichaelChen;Consumer;UnitedStates;Jackson;Mississippi;39212;South;OFF-LA-10001934;OfficeSupplies;Labels;Avery516;14,62;2;0;68714;3;
688;CA-2014-157784;5/7/2014;8/7/2014;FirstClass;MC-17845;MichaelChen;Consumer;UnitedStates;Jackson;Mississippi;39212;South;OFF-PA-10000304;OfficeSupplies;Paper;Xerox1995;19,44;3;0;93312;3;
689;CA-2017-161480;25/12/2017;29/12/2017;StandardClass;RA-19285;RalphArnett;Consumer;UnitedStates;NewYorkCity;NewYork;10035;East;FUR-BO-10004015;Furniture;Bookcases;BushAndoraBookcase,Maple/GraphiteGrayFinish;191984;2;0,2;47996;4;
690;US-2014-117135;21/6/2014;23/6/2014;SecondClass;NP-18325;NaresjPatel;Consumer;UnitedStates;Waynesboro;Virginia;22980;South;FUR-FU-10004071;Furniture;Furnishings;LuxoProfessionalMagnifyingClamp-OnFluorescentLamps;104,01;1;0;145614;2;
691;US-2014-117135;21/6/2014;23/6/2014;SecondClass;NP-18325;NaresjPatel;Consumer;UnitedStates;Waynesboro;Virginia;22980;South;TEC-PH-10002033;Technology;Phones;Konftel250Conferenceï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;284,82;1;0;740532;2;
692;US-2014-117135;21/6/2014;23/6/2014;SecondClass;NP-18325;NaresjPatel;Consumer;UnitedStates;Waynesboro;Virginia;22980;South;OFF-ST-10002444;OfficeSupplies;Storage;RecycledEldonRegenerationJumboFile;36,84;3;0;103152;2;
693;CA-2015-131534;28/3/2015;2/4/2015;StandardClass;AB-10165;AlanBarnes;Consumer;UnitedStates;LosAngeles;California;90036;West;TEC-AC-10002253;Technology;Accessories;ImationBio8GBUSBï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;166,24;1;0;24936;5;
694;CA-2015-131534;28/3/2015;2/4/2015;StandardClass;AB-10165;AlanBarnes;Consumer;UnitedStates;LosAngeles;California;90036;West;OFF-PA-10000743;OfficeSupplies;Paper;Xerox1977;33,4;5;0;16032;5;
695;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-AR-10003373;OfficeSupplies;Art;BostonSchoolProElectricPencilSharpener,1670;198272;8;0,2;173488;3;
696;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-LA-10002312;OfficeSupplies;Labels;Avery490;47,36;4;0,2;17,76;3;
697;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-EN-10000927;OfficeSupplies;Envelopes;Jet-PakRecycledPeel'N'SealPaddedMailers;200984;7;0,2;628075;3;
698;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-LA-10003510;OfficeSupplies;Labels;Avery4027FileFolderLabelsforDotMatrixPrinters,5000LabelsperBox,White;97696;4;0,2;317512;3;
699;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-AR-10001118;OfficeSupplies;Art;Binney&SmithCrayolaMetallicCrayons,16-ColorPack;2696;1;0,2;0,8088;3;
700;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-BI-10001575;OfficeSupplies;Binders;GBCLinenBindingCovers;18588;2;0,7;-136312;3;
701;CA-2015-119291;14/5/2015;17/5/2015;FirstClass;JO-15550;JesusOcampo;HomeOffice;UnitedStates;Chester;Pennsylvania;19013;East;OFF-BI-10001982;OfficeSupplies;Binders;WilsonJonesCustomBinderSpines&Labels;4896;3;0,7;-34272;3;
702;CA-2017-114552;2/9/2017;8/9/2017;StandardClass;Dl-13600;Dorrisliebe;Corporate;UnitedStates;Cleveland;Ohio;44105;East;FUR-FU-10002960;Furniture;Furnishings;Eldon200ClassDeskAccessories,Burgundy;15072;3;0,2;41448;6;
703;CA-2016-163755;4/11/2016;8/11/2016;SecondClass;AS-10285;AlejandroSavely;Corporate;UnitedStates;Seattle;Washington;98103;West;FUR-FU-10003394;Furniture;Furnishings;"Tenex""TheSolids""TexturedChairMats";209,88;3;0;356796;4;
704;CA-2015-142027;9/4/2015;14/4/2015;StandardClass;JK-15370;JayKimmel;Consumer;UnitedStates;LongBeach;California;90805;West;FUR-TA-10002774;Furniture;Tables;LaminateOccasionalTables;369912;3;0,2;-138717;5;
705;CA-2014-138527;12/9/2014;17/9/2014;StandardClass;BN-11470;BradNorvell;Corporate;UnitedStates;Cary;NorthCarolina;27511;South;OFF-PA-10001800;OfficeSupplies;Paper;Xerox220;10368;2;0,2;36288;5;
706;CA-2014-138527;12/9/2014;17/9/2014;StandardClass;BN-11470;BradNorvell;Corporate;UnitedStates;Cary;NorthCarolina;27511;South;OFF-AP-10001469;OfficeSupplies;Appliances;Fellowes8OutletSuperiorWorkstationSurgeProtector;166,84;5;0,2;187695;5;
707;CA-2014-138527;12/9/2014;17/9/2014;StandardClass;BN-11470;BradNorvell;Corporate;UnitedStates;Cary;NorthCarolina;27511;South;TEC-AC-10002399;Technology;Accessories;SanDiskCruzer32GBUSBFlashDrive;15216;1;0,2;22824;5;
708;CA-2014-112158;2/12/2014;4/12/2014;FirstClass;DP-13165;DavidPhilippe;Consumer;UnitedStates;NewYorkCity;NewYork;10035;East;TEC-AC-10003628;Technology;Accessories;Logitech910-002974M325WirelessMouseforWebScrolling;119,96;4;0;527824;2;
709;CA-2014-112158;2/12/2014;4/12/2014;FirstClass;DP-13165;DavidPhilippe;Consumer;UnitedStates;NewYorkCity;NewYork;10035;East;FUR-BO-10003272;Furniture;Bookcases;O'SullivanLivingDimensions5-ShelfBookcases;883,92;5;0,2;-110,49;2;
710;CA-2014-112158;2/12/2014;4/12/2014;FirstClass;DP-13165;DavidPhilippe;Consumer;UnitedStates;NewYorkCity;NewYork;10035;East;OFF-BI-10000050;OfficeSupplies;Binders;Angle-DBinderswithLockingRings,LabelHolders;46,72;8;0,2;15768;2;
